Date,Simulated NO3,Threshold,Output
1935-06-18,0.207995316,0.5,0.0922752
1935-06-19,0.207016167,0.5,0.0922752
1935-06-20,0.206039704,0.5,0.0922752
1935-06-21,0.205066056,0.5,0.0922752
1935-06-22,0.20409521,0.5,0.0922752
1935-06-23,0.20312719,0.5,0.0922752
1935-06-24,0.202162109,0.5,0.0922752
1935-06-25,0.201200043,0.5,0.0922752
1935-06-26,0.200241043,0.5,0.0922752
1935-06-27,0.199285128,0.5,0.0922752
1935-06-28,0.198332314,0.5,0.0922752
1935-06-29,0.197382683,0.5,0.0922752
1935-06-30,0.196436297,0.5,0.089424
1935-07-01,0.195597513,0.5,0.089424
1935-07-02,0.194774244,0.5,0.089424
1935-07-03,0.193953428,0.5,0.089424
1935-07-04,0.193134124,0.5,0.089424
1935-07-05,0.192317297,0.5,0.089424
1935-07-06,0.191503121,0.5,0.089424
1935-07-07,0.19069193,0.5,0.089424
1935-07-08,0.189882965,0.5,0.089424
1935-07-09,0.189075946,0.5,0.089424
1935-07-10,0.188271515,0.5,0.089424
1935-07-11,0.18746889,0.5,0.089424
1935-07-12,0.186669125,0.5,0.089424
1935-07-13,0.185871489,0.5,0.089424
1935-07-14,0.185076229,0.5,0.089424
1935-07-15,0.184283012,0.5,0.089424
1935-07-16,0.18349256,0.5,0.089424
1935-07-17,0.182704847,0.5,0.089424
1935-07-18,0.181920027,0.5,0.089424
1935-07-19,0.181138023,0.5,0.089424
1935-07-20,0.18035909,0.5,0.089424
1935-07-21,0.179583322,0.5,0.089424
1935-07-22,0.178810579,0.5,0.089424
1935-07-23,0.178040863,0.5,0.089424
1935-07-24,0.177274298,0.5,0.089424
1935-07-25,0.176510775,0.5,0.089424
1935-07-26,0.17575031,0.5,0.089424
1935-07-27,0.174992978,0.5,0.089424
1935-07-28,0.174238754,0.5,0.089424
1935-07-29,0.173487608,0.5,0.089424
1935-07-30,0.17273961,0.5,0.089424
1935-07-31,0.171994716,0.5,0.0914976
1935-08-01,0.171043954,0.5,0.0914976
1935-08-02,0.170093326,0.5,0.0914976
1935-08-03,0.169148396,0.5,0.0914976
1935-08-04,0.16820856,0.5,0.0914976
1935-08-05,0.167272839,0.5,0.0914976
1935-08-06,0.166339693,0.5,0.0914976
1935-08-07,0.165410864,0.5,0.0914976
1935-08-08,0.16448619,0.5,0.0914976
1935-08-09,0.1635652,0.5,0.0914976
1935-08-10,0.16264746,0.5,0.0914976
1935-08-11,0.161734547,0.5,0.0914976
1935-08-12,0.160826536,0.5,0.0914976
1935-08-13,0.15992354,0.5,0.0914976
1935-08-14,0.159025603,0.5,0.0914976
1935-08-15,0.158132702,0.5,0.0914976
1935-08-16,0.157244831,0.5,0.0914976
1935-08-17,0.156362037,0.5,0.0914976
1935-08-18,0.155484217,0.5,0.0914976
1935-08-19,0.15461143,0.5,0.0914976
1935-08-20,0.153743692,0.5,0.0914976
1935-08-21,0.152880907,0.5,0.0914976
1935-08-22,0.152023035,0.5,0.0914976
1935-08-23,0.15117014,0.5,0.0914976
1935-08-24,0.150322125,0.5,0.0914976
1935-08-25,0.149479036,0.5,0.0914976
1935-08-26,0.148640823,0.5,0.0914976
1935-08-27,0.147807505,0.5,0.0914976
1935-08-28,0.146979014,0.5,0.0914976
1935-08-29,0.146155353,0.5,0.0914976
1935-08-30,0.145336492,0.5,0.0914976
1935-08-31,0.144522454,0.5,0.096336
1935-09-01,0.143504821,0.5,0.096336
1935-09-02,0.142482395,0.5,0.096336
1935-09-03,0.141467557,0.5,0.096336
1935-09-04,0.140458112,0.5,0.096336
1935-09-05,0.139456782,0.5,0.096336
1935-09-06,0.138462558,0.5,0.096336
1935-09-07,0.137474606,0.5,0.096336
1935-09-08,0.136493835,0.5,0.096336
1935-09-09,0.135520712,0.5,0.096336
1935-09-10,0.13455461,0.5,0.096336
1935-09-11,0.13359574,0.5,0.096336
1935-09-12,0.132642638,0.5,0.096336
1935-09-13,0.131695504,0.5,0.096336
1935-09-14,0.130753575,0.5,0.096336
1935-09-15,0.129816653,0.5,0.096336
1935-09-16,0.12888486,0.5,0.096336
1935-09-17,0.127958969,0.5,0.096336
1935-09-18,0.127039906,0.5,0.096336
1935-09-19,0.126127645,0.5,0.096336
1935-09-20,0.125222158,0.5,0.096336
1935-09-21,0.124323404,0.5,0.096336
1935-09-22,0.123431349,0.5,0.096336
1935-09-23,0.122546384,0.5,0.096336
1935-09-24,0.12166767,0.5,0.096336
1935-09-25,0.120795564,0.5,0.096336
1935-09-26,0.119930018,0.5,0.096336
1935-09-27,0.119071083,0.5,0.096336
1935-09-28,0.118219582,0.5,0.096336
1935-09-29,0.117373696,0.5,0.096336
1935-09-30,0.11653425,0.5,0.094176
1935-10-01,0.115566224,0.5,0.094176
1935-10-02,0.114619159,0.5,0.094176
1935-10-03,0.113680054,0.5,0.094176
1935-10-04,0.112748884,0.5,0.094176
1935-10-05,0.111826311,0.5,0.094176
1935-10-06,0.110911055,0.5,0.094176
1935-10-07,0.110003586,0.5,0.094176
1935-10-08,0.109104365,0.5,0.094176
1935-10-09,0.108212463,0.5,0.094176
1935-10-10,0.107328534,0.5,0.094176
1935-10-11,0.106451995,0.5,0.094176
1935-10-12,0.105583268,0.5,0.094176
1935-10-13,0.104723043,0.5,0.094176
1935-10-14,0.103869522,0.5,0.094176
1935-10-15,0.103023883,0.5,0.094176
1935-10-16,0.102185552,0.5,0.094176
1935-10-17,0.101354546,0.5,0.094176
1935-10-18,0.100530814,0.5,0.094176
1935-10-19,0.099714307,0.5,0.094176
1935-10-20,0.098904975,0.5,0.094176
1935-10-21,0.098102769,0.5,0.094176
1935-10-22,0.097307637,0.5,0.094176
1935-10-23,0.096519532,0.5,0.094176
1935-10-24,0.095893129,0.5,0.094176
1935-10-25,0.095546156,0.5,0.094176
1935-10-26,0.09520214,0.5,0.094176
1935-10-27,0.094852617,0.5,0.094176
1935-10-28,0.094495205,0.5,0.094176
1935-10-29,0.094116427,0.5,0.094176
1935-10-30,0.093712737,0.5,0.094176
1935-10-31,0.093295539,0.5,0.0901152
1935-11-01,0.092755147,0.5,0.0901152
1935-11-02,0.092519706,0.5,0.0901152
1935-11-03,0.092255226,0.5,0.0901152
1935-11-04,0.091944143,0.5,0.0901152
1935-11-05,0.091588513,0.5,0.0901152
1935-11-06,0.091205319,0.5,0.0901152
1935-11-07,0.090802408,0.5,0.0901152
1935-11-08,0.090386536,0.5,0.0901152
1935-11-09,0.089957401,0.5,0.0901152
1935-11-10,0.089512649,0.5,0.0901152
1935-11-11,0.089051337,0.5,0.0901152
1935-11-12,0.088563775,0.5,0.0901152
1935-11-13,0.088055714,0.5,0.0901152
1935-11-14,0.087534289,0.5,0.0901152
1935-11-15,0.087002448,0.5,0.0901152
1935-11-16,0.086464728,0.5,0.0901152
1935-11-17,0.085922504,0.5,0.0901152
1935-11-18,0.085376659,0.5,0.0901152
1935-11-19,0.084827847,0.5,0.0901152
1935-11-20,0.084275838,0.5,0.0901152
1935-11-21,0.083721805,0.5,0.0901152
1935-11-22,0.083166356,0.5,0.0901152
1935-11-23,0.082609272,0.5,0.0901152
1935-11-24,0.082050762,0.5,0.0901152
1935-11-25,0.081491609,0.5,0.0901152
1935-11-26,0.080931638,0.5,0.0901152
1935-11-27,0.080372498,0.5,0.0901152
1935-11-28,0.07981431,0.5,0.0901152
1935-11-29,0.079257209,0.5,0.0901152
1935-11-30,0.078701378,0.5,0.0824256
1935-12-01,0.07812817,0.5,0.0824256
1935-12-02,0.077553643,0.5,0.0824256
1935-12-03,0.076978474,0.5,0.0824256
1935-12-04,0.076699111,0.5,0.0824256
1935-12-05,0.076411501,0.5,0.0824256
1935-12-06,0.076102586,0.5,0.0824256
1935-12-07,0.07576381,0.5,0.0824256
1935-12-08,0.07539432,0.5,0.0824256
1935-12-09,0.075012599,0.5,0.0824256
1935-12-10,0.074617051,0.5,0.0824256
1935-12-11,0.074199129,0.5,0.0824256
1935-12-12,0.073767337,0.5,0.0824256
1935-12-13,0.073324641,0.5,0.0824256
1935-12-14,0.072873363,0.5,0.0824256
1935-12-15,0.072408953,0.5,0.0824256
1935-12-16,0.071936444,0.5,0.0824256
1935-12-17,0.071458193,0.5,0.0824256
1935-12-18,0.070973753,0.5,0.0824256
1935-12-19,0.070762306,0.5,0.0824256
1935-12-20,0.070535921,0.5,0.0824256
1935-12-21,0.07029358,0.5,0.0824256
1935-12-22,0.070030783,0.5,0.0824256
1935-12-23,0.069745616,0.5,0.0824256
1935-12-24,0.069421896,0.5,0.0824256
1935-12-25,0.069068808,0.5,0.0824256
1935-12-26,0.068697886,0.5,0.0824256
1935-12-27,0.068643787,0.5,0.0824256
1935-12-28,0.06850489,0.5,0.0824256
1935-12-29,0.06832928,0.5,0.0824256
1935-12-30,0.068124492,0.5,0.0824256
1935-12-31,0.067903766,0.5,0.086832
1936-01-01,0.068604344,0.5,0.086832
1936-01-02,0.06914589,0.5,0.086832
1936-01-03,0.069562406,0.5,0.086832
1936-01-04,0.069824405,0.5,0.086832
1936-01-05,0.069983029,0.5,0.086832
1936-01-06,0.070055806,0.5,0.086832
1936-01-07,0.070071672,0.5,0.086832
1936-01-08,0.070005158,0.5,0.086832
1936-01-09,0.071713105,0.5,0.086832
1936-01-10,0.077301343,0.5,0.086832
1936-01-11,0.085772248,0.5,0.086832
1936-01-12,0.104591925,0.5,0.086832
1936-01-13,0.119407899,0.5,0.086832
1936-01-14,0.130337162,0.5,0.086832
1936-01-15,0.138690295,0.5,0.086832
1936-01-16,0.145626313,0.5,0.086832
1936-01-17,0.156901221,0.5,0.086832
1936-01-18,0.19000734,0.5,0.086832
1936-01-19,0.214227839,0.5,0.086832
1936-01-20,0.234620135,0.5,0.086832
1936-01-21,0.248715732,0.5,0.086832
1936-01-22,0.256743531,0.5,0.086832
1936-01-23,0.261539368,0.5,0.086832
1936-01-24,0.266057758,0.5,0.086832
1936-01-25,0.269850902,0.5,0.086832
1936-01-26,0.2732071,0.5,0.086832
1936-01-27,0.276307388,0.5,0.086832
1936-01-28,0.278927378,0.5,0.086832
1936-01-29,0.281163138,0.5,0.086832
1936-01-30,0.283313669,0.5,0.086832
1936-01-31,0.287981461,0.5,0.09072
1936-02-01,0.292910864,0.5,0.09072
1936-02-02,0.295201771,0.5,0.09072
1936-02-03,0.302938004,0.5,0.09072
1936-02-04,0.306450251,0.5,0.09072
1936-02-05,0.309242231,0.5,0.09072
1936-02-06,0.310799568,0.5,0.09072
1936-02-07,0.311805727,0.5,0.09072
1936-02-08,0.323088078,0.5,0.09072
1936-02-09,0.326628283,0.5,0.09072
1936-02-10,0.328372109,0.5,0.09072
1936-02-11,0.330041064,0.5,0.09072
1936-02-12,0.330603844,0.5,0.09072
1936-02-13,0.330549795,0.5,0.09072
1936-02-14,0.330584247,0.5,0.09072
1936-02-15,0.3305457,0.5,0.09072
1936-02-16,0.330350378,0.5,0.09072
1936-02-17,0.33009948,0.5,0.09072
1936-02-18,0.329714763,0.5,0.09072
1936-02-19,0.329302831,0.5,0.09072
1936-02-20,0.328847678,0.5,0.09072
1936-02-21,0.328333831,0.5,0.09072
1936-02-22,0.327682733,0.5,0.09072
1936-02-23,0.326966503,0.5,0.09072
1936-02-24,0.326151055,0.5,0.09072
1936-02-25,0.325274252,0.5,0.09072
1936-02-26,0.324345878,0.5,0.09072
1936-02-27,0.323334018,0.5,0.09072
1936-02-28,0.322250712,0.5,0.09072
1936-02-29,0.321130517,0.5,0.093312
1936-03-01,0.320272434,0.5,0.093312
1936-03-02,0.319342013,0.5,0.093312
1936-03-03,0.31834289,0.5,0.093312
1936-03-04,0.317276391,0.5,0.093312
1936-03-05,0.316146139,0.5,0.093312
1936-03-06,0.314957089,0.5,0.093312
1936-03-07,0.313712339,0.5,0.093312
1936-03-08,0.312417915,0.5,0.093312
1936-03-09,0.311076909,0.5,0.093312
1936-03-10,0.309688683,0.5,0.093312
1936-03-11,0.308256248,0.5,0.093312
1936-03-12,0.306783789,0.5,0.093312
1936-03-13,0.305272374,0.5,0.093312
1936-03-14,0.303723978,0.5,0.093312
1936-03-15,0.302140625,0.5,0.093312
1936-03-16,0.300525276,0.5,0.093312
1936-03-17,0.298879246,0.5,0.093312
1936-03-18,0.297204267,0.5,0.093312
1936-03-19,0.295503296,0.5,0.093312
1936-03-20,0.293778028,0.5,0.093312
1936-03-21,0.292029856,0.5,0.093312
1936-03-22,0.290262096,0.5,0.093312
1936-03-23,0.288572748,0.5,0.093312
1936-03-24,0.286873568,0.5,0.093312
1936-03-25,0.285152025,0.5,0.093312
1936-03-26,0.283410241,0.5,0.093312
1936-03-27,0.281644451,0.5,0.093312
1936-03-28,0.280050315,0.5,0.093312
1936-03-29,0.278998254,0.5,0.093312
1936-03-30,0.278973271,0.5,0.093312
1936-03-31,0.280727098,0.5,0.0905472
1936-04-01,0.28255053,0.5,0.0905472
1936-04-02,0.285768833,0.5,0.0905472
1936-04-03,0.286531525,0.5,0.0905472
1936-04-04,0.286921264,0.5,0.0905472
1936-04-05,0.28713436,0.5,0.0905472
1936-04-06,0.287277222,0.5,0.0905472
1936-04-07,0.287228509,0.5,0.0905472
1936-04-08,0.286967231,0.5,0.0905472
1936-04-09,0.286462058,0.5,0.0905472
1936-04-10,0.28575642,0.5,0.0905472
1936-04-11,0.284964647,0.5,0.0905472
1936-04-12,0.284151703,0.5,0.0905472
1936-04-13,0.283268935,0.5,0.0905472
1936-04-14,0.282345743,0.5,0.0905472
1936-04-15,0.281375355,0.5,0.0905472
1936-04-16,0.280343984,0.5,0.0905472
1936-04-17,0.279301994,0.5,0.0905472
1936-04-18,0.27824117,0.5,0.0905472
1936-04-19,0.277176606,0.5,0.0905472
1936-04-20,0.276100616,0.5,0.0905472
1936-04-21,0.275000407,0.5,0.0905472
1936-04-22,0.273878837,0.5,0.0905472
1936-04-23,0.272734324,0.5,0.0905472
1936-04-24,0.271566473,0.5,0.0905472
1936-04-25,0.270375194,0.5,0.0905472
1936-04-26,0.269162552,0.5,0.0905472
1936-04-27,0.267930266,0.5,0.0905472
1936-04-28,0.266680131,0.5,0.0905472
1936-04-29,0.265415051,0.5,0.0905472
1936-04-30,0.264133463,0.5,0.0909792
1936-05-01,0.263245891,0.5,0.0909792
1936-05-02,0.262316118,0.5,0.0909792
1936-05-03,0.261371912,0.5,0.0909792
1936-05-04,0.260415119,0.5,0.0909792
1936-05-05,0.259445351,0.5,0.0909792
1936-05-06,0.258463577,0.5,0.0909792
1936-05-07,0.257471188,0.5,0.0909792
1936-05-08,0.256777707,0.5,0.0909792
1936-05-09,0.256024581,0.5,0.0909792
1936-05-10,0.255231672,0.5,0.0909792
1936-05-11,0.254392567,0.5,0.0909792
1936-05-12,0.253519782,0.5,0.0909792
1936-05-13,0.252623232,0.5,0.0909792
1936-05-14,0.251709241,0.5,0.0909792
1936-05-15,0.250774739,0.5,0.0909792
1936-05-16,0.249818179,0.5,0.0909792
1936-05-17,0.248837488,0.5,0.0909792
1936-05-18,0.247825728,0.5,0.0909792
1936-05-19,0.246800164,0.5,0.0909792
1936-05-20,0.245765002,0.5,0.0909792
1936-05-21,0.244720581,0.5,0.0909792
1936-05-22,0.244386385,0.5,0.0909792
1936-05-23,0.267657879,0.5,0.0909792
1936-05-24,0.311038288,0.5,0.0909792
1936-05-25,0.325427526,0.5,0.0909792
1936-05-26,0.334884518,0.5,0.0909792
1936-05-27,0.340022932,0.5,0.0909792
1936-05-28,0.346619576,0.5,0.0909792
1936-05-29,0.350923977,0.5,0.0909792
1936-05-30,0.354084591,0.5,0.0909792
1936-05-31,0.35690325,0.5,0.0922752
1936-06-01,0.357405867,0.5,0.0922752
1936-06-02,0.360105254,0.5,0.0922752
1936-06-03,0.362779317,0.5,0.0922752
1936-06-04,0.365319619,0.5,0.0922752
1936-06-05,0.367707061,0.5,0.0922752
1936-06-06,0.369970087,0.5,0.0922752
1936-06-07,0.372094646,0.5,0.0922752
1936-06-08,0.374108142,0.5,0.0922752
1936-06-09,0.376033724,0.5,0.0922752
1936-06-10,0.377857671,0.5,0.0922752
1936-06-11,0.37952876,0.5,0.0922752
1936-06-12,0.381118643,0.5,0.0922752
1936-06-13,0.382633356,0.5,0.0922752
1936-06-14,0.384037378,0.5,0.0922752
1936-06-15,0.385334504,0.5,0.0922752
1936-06-16,0.386522958,0.5,0.0922752
1936-06-17,0.387609848,0.5,0.0922752
1936-06-18,0.388598728,0.5,0.0922752
1936-06-19,0.389492918,0.5,0.0922752
1936-06-20,0.390294564,0.5,0.0922752
1936-06-21,0.391002967,0.5,0.0922752
1936-06-22,0.391620056,0.5,0.0922752
1936-06-23,0.39214991,0.5,0.0922752
1936-06-24,0.392595922,0.5,0.0922752
1936-06-25,0.39296189,0.5,0.0922752
1936-06-26,0.393252599,0.5,0.0922752
1936-06-27,0.393469611,0.5,0.0922752
1936-06-28,0.393614067,0.5,0.0922752
1936-06-29,0.393689654,0.5,0.0922752
1936-06-30,0.39369782,0.5,0.089424
1936-07-01,0.393884305,0.5,0.089424
1936-07-02,0.394033898,0.5,0.089424
1936-07-03,0.39411744,0.5,0.089424
1936-07-04,0.394129054,0.5,0.089424
1936-07-05,0.394081902,0.5,0.089424
1936-07-06,0.393977914,0.5,0.089424
1936-07-07,0.393813798,0.5,0.089424
1936-07-08,0.393591702,0.5,0.089424
1936-07-09,0.39331062,0.5,0.089424
1936-07-10,0.39297318,0.5,0.089424
1936-07-11,0.392583697,0.5,0.089424
1936-07-12,0.392146161,0.5,0.089424
1936-07-13,0.391663572,0.5,0.089424
1936-07-14,0.391134865,0.5,0.089424
1936-07-15,0.390564177,0.5,0.089424
1936-07-16,0.389955941,0.5,0.089424
1936-07-17,0.389312147,0.5,0.089424
1936-07-18,0.38863357,0.5,0.089424
1936-07-19,0.387921931,0.5,0.089424
1936-07-20,0.387178977,0.5,0.089424
1936-07-21,0.386405491,0.5,0.089424
1936-07-22,0.385604284,0.5,0.089424
1936-07-23,0.384777031,0.5,0.089424
1936-07-24,0.383923774,0.5,0.089424
1936-07-25,0.383044989,0.5,0.089424
1936-07-26,0.382142788,0.5,0.089424
1936-07-27,0.381217923,0.5,0.089424
1936-07-28,0.380271151,0.5,0.089424
1936-07-29,0.379303604,0.5,0.089424
1936-07-30,0.378315396,0.5,0.089424
1936-07-31,0.377308064,0.5,0.0914976
1936-08-01,0.375870293,0.5,0.0914976
1936-08-02,0.37440121,0.5,0.0914976
1936-08-03,0.372912826,0.5,0.0914976
1936-08-04,0.371405671,0.5,0.0914976
1936-08-05,0.369880159,0.5,0.0914976
1936-08-06,0.368337167,0.5,0.0914976
1936-08-07,0.366777856,0.5,0.0914976
1936-08-08,0.36520395,0.5,0.0914976
1936-08-09,0.363617492,0.5,0.0914976
1936-08-10,0.362019474,0.5,0.0914976
1936-08-11,0.360410612,0.5,0.0914976
1936-08-12,0.358791698,0.5,0.0914976
1936-08-13,0.357163509,0.5,0.0914976
1936-08-14,0.355527381,0.5,0.0914976
1936-08-15,0.353883682,0.5,0.0914976
1936-08-16,0.352233291,0.5,0.0914976
1936-08-17,0.350576857,0.5,0.0914976
1936-08-18,0.348914254,0.5,0.0914976
1936-08-19,0.347246507,0.5,0.0914976
1936-08-20,0.345574127,0.5,0.0914976
1936-08-21,0.343897441,0.5,0.0914976
1936-08-22,0.342217172,0.5,0.0914976
1936-08-23,0.340533973,0.5,0.0914976
1936-08-24,0.338848925,0.5,0.0914976
1936-08-25,0.337161271,0.5,0.0914976
1936-08-26,0.335471459,0.5,0.0914976
1936-08-27,0.333780516,0.5,0.0914976
1936-08-28,0.332088424,0.5,0.0914976
1936-08-29,0.330395619,0.5,0.0914976
1936-08-30,0.32870282,0.5,0.0914976
1936-08-31,0.327010572,0.5,0.096336
1936-09-01,0.324813841,0.5,0.096336
1936-09-02,0.322597088,0.5,0.096336
1936-09-03,0.320387168,0.5,0.096336
1936-09-04,0.318184148,0.5,0.096336
1936-09-05,0.315987906,0.5,0.096336
1936-09-06,0.313798302,0.5,0.096336
1936-09-07,0.311615719,0.5,0.096336
1936-09-08,0.309440901,0.5,0.096336
1936-09-09,0.30727365,0.5,0.096336
1936-09-10,0.305114325,0.5,0.096336
1936-09-11,0.30296341,0.5,0.096336
1936-09-12,0.300820524,0.5,0.096336
1936-09-13,0.298685837,0.5,0.096336
1936-09-14,0.29655881,0.5,0.096336
1936-09-15,0.29444074,0.5,0.096336
1936-09-16,0.292332042,0.5,0.096336
1936-09-17,0.290232849,0.5,0.096336
1936-09-18,0.288143483,0.5,0.096336
1936-09-19,0.28606315,0.5,0.096336
1936-09-20,0.283993194,0.5,0.096336
1936-09-21,0.281933663,0.5,0.096336
1936-09-22,0.279884733,0.5,0.096336
1936-09-23,0.277846568,0.5,0.096336
1936-09-24,0.275819365,0.5,0.096336
1936-09-25,0.273803167,0.5,0.096336
1936-09-26,0.271798815,0.5,0.096336
1936-09-27,0.269805794,0.5,0.096336
1936-09-28,0.267824214,0.5,0.096336
1936-09-29,0.265854046,0.5,0.096336
1936-09-30,0.263896166,0.5,0.094176
1936-10-01,0.261662629,0.5,0.094176
1936-10-02,0.259470757,0.5,0.094176
1936-10-03,0.257294396,0.5,0.094176
1936-10-04,0.255133608,0.5,0.094176
1936-10-05,0.252988555,0.5,0.094176
1936-10-06,0.250859028,0.5,0.094176
1936-10-07,0.248745189,0.5,0.094176
1936-10-08,0.246646942,0.5,0.094176
1936-10-09,0.244564469,0.5,0.094176
1936-10-10,0.242497754,0.5,0.094176
1936-10-11,0.240446653,0.5,0.094176
1936-10-12,0.238411141,0.5,0.094176
1936-10-13,0.236391141,0.5,0.094176
1936-10-14,0.234386634,0.5,0.094176
1936-10-15,0.232397713,0.5,0.094176
1936-10-16,0.230424417,0.5,0.094176
1936-10-17,0.228548807,0.5,0.094176
1936-10-18,0.226688619,0.5,0.094176
1936-10-19,0.224844212,0.5,0.094176
1936-10-20,0.223014177,0.5,0.094176
1936-10-21,0.221202807,0.5,0.094176
1936-10-22,0.219408849,0.5,0.094176
1936-10-23,0.217626261,0.5,0.094176
1936-10-24,0.215856956,0.5,0.094176
1936-10-25,0.214099836,0.5,0.094176
1936-10-26,0.212353824,0.5,0.094176
1936-10-27,0.210619452,0.5,0.094176
1936-10-28,0.208894709,0.5,0.094176
1936-10-29,0.207375457,0.5,0.094176
1936-10-30,0.206551202,0.5,0.094176
1936-10-31,0.205591967,0.5,0.0901152
1936-11-01,0.203916686,0.5,0.0901152
1936-11-02,0.202248259,0.5,0.0901152
1936-11-03,0.200586755,0.5,0.0901152
1936-11-04,0.198932564,0.5,0.0901152
1936-11-05,0.197286003,0.5,0.0901152
1936-11-06,0.195647346,0.5,0.0901152
1936-11-07,0.194016875,0.5,0.0901152
1936-11-08,0.192614666,0.5,0.0901152
1936-11-09,0.194461376,0.5,0.0901152
1936-11-10,0.206057973,0.5,0.0901152
1936-11-11,0.428038848,0.5,0.0901152
1936-11-12,0.513936749,0.5,0
1936-11-13,0.497572071,0.5,0.0901152
1936-11-14,0.491896088,0.5,0.0901152
1936-11-15,0.494201077,0.5,0.0901152
1936-11-16,0.492388276,0.5,0.0901152
1936-11-17,0.507221434,0.5,0
1936-11-18,0.502961036,0.5,0
1936-11-19,0.502602347,0.5,0
1936-11-20,0.519791791,0.5,0
1936-11-21,0.514673416,0.5,0
1936-11-22,0.5124523,0.5,0
1936-11-23,0.511370057,0.5,0
1936-11-24,0.511484708,0.5,0
1936-11-25,0.512420172,0.5,0
1936-11-26,0.51364031,0.5,0
1936-11-27,0.515232945,0.5,0
1936-11-28,0.516838257,0.5,0
1936-11-29,0.518678791,0.5,0
1936-11-30,0.520489159,0.5,0
1936-12-01,0.526443583,0.5,0
1936-12-02,0.527814648,0.5,0
1936-12-03,0.528529692,0.5,0
1936-12-04,0.528836875,0.5,0
1936-12-05,0.531835291,0.5,0
1936-12-06,0.531895585,0.5,0
1936-12-07,0.531440258,0.5,0
1936-12-08,0.530591283,0.5,0
1936-12-09,0.529651102,0.5,0
1936-12-10,0.528561699,0.5,0
1936-12-11,0.527319964,0.5,0
1936-12-12,0.525937422,0.5,0
1936-12-13,0.52449117,0.5,0
1936-12-14,0.523057256,0.5,0
1936-12-15,0.52161602,0.5,0
1936-12-16,0.520132497,0.5,0
1936-12-17,0.518517036,0.5,0
1936-12-18,0.516851006,0.5,0
1936-12-19,0.515102235,0.5,0
1936-12-20,0.513261836,0.5,0
1936-12-21,0.511387916,0.5,0
1936-12-22,0.50943531,0.5,0
1936-12-23,0.507399601,0.5,0
1936-12-24,0.505267188,0.5,0
1936-12-25,0.503088898,0.5,0
1936-12-26,0.50084886,0.5,0
1936-12-27,0.498555743,0.5,0.0824256
1936-12-28,0.496294754,0.5,0.0824256
1936-12-29,0.493836175,0.5,0.0824256
1936-12-30,0.491300784,0.5,0.0824256
1936-12-31,0.488700919,0.5,0.086832
1937-01-01,0.486023811,0.5,0.086832
1937-01-02,0.483335352,0.5,0.086832
1937-01-03,0.480589131,0.5,0.086832
1937-01-04,0.477909982,0.5,0.086832
1937-01-05,0.475160168,0.5,0.086832
1937-01-06,0.472346242,0.5,0.086832
1937-01-07,0.469998714,0.5,0.086832
1937-01-08,0.472041253,0.5,0.086832
1937-01-09,0.469840883,0.5,0.086832
1937-01-10,0.467476966,0.5,0.086832
1937-01-11,0.464856006,0.5,0.086832
1937-01-12,0.462149137,0.5,0.086832
1937-01-13,0.459488978,0.5,0.086832
1937-01-14,0.467759204,0.5,0.086832
1937-01-15,0.482220009,0.5,0.086832
1937-01-16,0.482652411,0.5,0.086832
1937-01-17,0.481590798,0.5,0.086832
1937-01-18,0.481845885,0.5,0.086832
1937-01-19,0.481011177,0.5,0.086832
1937-01-20,0.479434528,0.5,0.086832
1937-01-21,0.477936323,0.5,0.086832
1937-01-22,0.47633259,0.5,0.086832
1937-01-23,0.482821118,0.5,0.086832
1937-01-24,0.521683545,0.5,0
1937-01-25,0.516401241,0.5,0
1937-01-26,0.518746607,0.5,0
1937-01-27,0.517532874,0.5,0
1937-01-28,0.548909664,0.5,0
1937-01-29,0.609126975,0.5,0
1937-01-30,0.606815376,0.5,0
1937-01-31,0.588464827,0.5,0
1937-02-01,0.573152294,0.5,0
1937-02-02,0.573762829,0.5,0
1937-02-03,0.574208522,0.5,0
1937-02-04,0.580334366,0.5,0
1937-02-05,0.580464134,0.5,0
1937-02-06,0.579281567,0.5,0
1937-02-07,0.578599873,0.5,0
1937-02-08,0.578002779,0.5,0
1937-02-09,0.577508878,0.5,0
1937-02-10,0.597576918,0.5,0
1937-02-11,0.880805647,0.5,0
1937-02-12,0.786179896,0.5,0
1937-02-13,0.729870734,0.5,0
1937-02-14,0.702608873,0.5,0
1937-02-15,0.687948889,0.5,0
1937-02-16,0.672578234,0.5,0
1937-02-17,0.665254326,0.5,0
1937-02-18,0.659185457,0.5,0
1937-02-19,0.656345653,0.5,0
1937-02-20,0.655377184,0.5,0
1937-02-21,0.655019978,0.5,0
1937-02-22,0.655727478,0.5,0
1937-02-23,0.656417654,0.5,0
1937-02-24,0.657272936,0.5,0
1937-02-25,0.658358145,0.5,0
1937-02-26,0.659363748,0.5,0
1937-02-27,0.660107267,0.5,0
1937-02-28,0.660618185,0.5,0
1937-03-01,0.663142913,0.5,0
1937-03-02,0.662569025,0.5,0
1937-03-03,0.661973037,0.5,0
1937-03-04,0.661357461,0.5,0
1937-03-05,0.660606948,0.5,0
1937-03-06,0.659930088,0.5,0
1937-03-07,0.659210701,0.5,0
1937-03-08,0.658416152,0.5,0
1937-03-09,0.65765632,0.5,0
1937-03-10,0.656796633,0.5,0
1937-03-11,0.655814611,0.5,0
1937-03-12,0.654678112,0.5,0
1937-03-13,0.653481173,0.5,0
1937-03-14,0.652116353,0.5,0
